question,option,is_correct,source
What kind of drugs are formulated to help deal with hiv and herpes as well as influenza and two types of hepatitis?,bacteriostatic drugs,False,llama_distractor1
What kind of drugs are formulated to help deal with hiv and herpes as well as influenza and two types of hepatitis?,vaccines,False,llama_distractor2
What kind of drugs are formulated to help deal with hiv and herpes as well as influenza and two types of hepatitis?,antibiotics,False,llama_distractor3
"Trees, which can be planted and harvested, are an example of what type of resource?",renewable,True,correct_answer
"Trees, which can be planted and harvested, are an example of what type of resource?",non-renewable,False,llama_distractor1
"Trees, which can be planted and harvested, are an example of what type of resource?",infinite,False,llama_distractor2
"Trees, which can be planted and harvested, are an example of what type of resource?",disposable,False,llama_distractor3
"After a supernova, what part of a star remains?",core,True,correct_answer
"After a supernova, what part of a star remains?",the stars surface,False,llama_distractor1
"After a supernova, what part of a star remains?",the stars atmosphere,False,llama_distractor2
"After a supernova, what part of a star remains?",the stars crust,False,llama_distractor3
What is essential for population of all species to expand greatly?,abundant resources,True,correct_answer
What is essential for population of all species to expand greatly?,genetic diversity,False,llama_distractor1
What is essential for population of all species to expand greatly?,selective pressure,False,llama_distractor2
What is essential for population of all species to expand greatly?,symbiotic relationships,False,llama_distractor3
What is usually the most visible part of the flower?,petals,True,correct_answer
What is usually the most visible part of the flower?,sepals,False,llama_distractor1
What is usually the most visible part of the flower?,stem,False,llama_distractor2
What is usually the most visible part of the flower?,center of the flower,False,llama_distractor3
What occurs when competing species evolve different adaptations?,specialization,True,correct_answer
What occurs when competing species evolve different adaptations?,symbiosis,False,llama_distractor1
What occurs when competing species evolve different adaptations?,speciation,False,llama_distractor2
What occurs when competing species evolve different adaptations?,extinction,False,llama_distractor3
Haversian canals contain blood vessels and what else?,nerve fibers,True,correct_answer
Haversian canals contain blood vessels and what else?,blood vessels,False,llama_distractor1
Haversian canals contain blood vessels and what else?,spongy tissue,False,llama_distractor2
Haversian canals contain blood vessels and what else?,compact bone tissue,False,llama_distractor3
What type of telescopes collect and focus radio waves from distant objects?,radio telescopes,True,correct_answer
What type of telescopes collect and focus radio waves from distant objects?,optical telescopes,False,llama_distractor1
What type of telescopes collect and focus radio waves from distant objects?,x-ray telescopes,False,llama_distractor2
What type of telescopes collect and focus radio waves from distant objects?,gamma-ray telescopes,False,llama_distractor3
Cells have multiple repair mechanisms to fix mutations in what?,dna,True,correct_answer
Cells have multiple repair mechanisms to fix mutations in what?,альтернаatively,False,llama_distractor1
Cells have multiple repair mechanisms to fix mutations in what?,rna,False,llama_distractor2
Cells have multiple repair mechanisms to fix mutations in what?,proteins,False,llama_distractor3
What are different versions of a gene known as?,alleles,True,correct_answer
What are different versions of a gene known as?,gensequences,False,llama_distractor1
What are different versions of a gene known as?,genetypes,False,llama_distractor2
What are different versions of a gene known as?,germplasm,False,llama_distractor3
All chemical reactions involve both reactants and what else?,products,True,correct_answer
All chemical reactions involve both reactants and what else?,reactants,False,llama_distractor1
All chemical reactions involve both reactants and what else?,catalysts,False,llama_distractor2
All chemical reactions involve both reactants and what else?,activators,False,llama_distractor3
Potassium hydroxide in soap is an example of what?,base,True,correct_answer
