question,option,is_correct,source
"Vertebrate animals have two major body cavities, the dorsal and what is the other?",functional cavity,False,original_distractor3
There are 20 different common amino acids needed to make what organic compound?,proteins,True,correct_answer
There are 20 different common amino acids needed to make what organic compound?,lipids,False,original_distractor1
There are 20 different common amino acids needed to make what organic compound?,nutron,False,original_distractor2
There are 20 different common amino acids needed to make what organic compound?,cells,False,original_distractor3
"Sponges exemplify what type of arrangement, where different cells are specialized for different functions, but each cell works alone?",cell-level organization,True,correct_answer
"Sponges exemplify what type of arrangement, where different cells are specialized for different functions, but each cell works alone?",independent organization,False,original_distractor1
"Sponges exemplify what type of arrangement, where different cells are specialized for different functions, but each cell works alone?",commensalism,False,original_distractor2
"Sponges exemplify what type of arrangement, where different cells are specialized for different functions, but each cell works alone?",organ-level organization,False,original_distractor3
What type of chemical reactions release energy?,exothermic reactions,True,correct_answer
What type of chemical reactions release energy?,sulfuric reactions,False,original_distractor1
What type of chemical reactions release energy?,endothermic reactions,False,original_distractor2
What type of chemical reactions release energy?,biochemical reactions,False,original_distractor3
Some types of minerals form balls called what?,nodules,True,correct_answer
Some types of minerals form balls called what?,cancers,False,original_distractor1
Some types of minerals form balls called what?,microbes,False,original_distractor2
Some types of minerals form balls called what?,fistulas,False,original_distractor3
"According to the special theory of relativity, no physical object can equal or exceed the speed of what?",light,True,correct_answer
"According to the special theory of relativity, no physical object can equal or exceed the speed of what?",air,False,original_distractor1
"According to the special theory of relativity, no physical object can equal or exceed the speed of what?",energy,False,original_distractor2
"According to the special theory of relativity, no physical object can equal or exceed the speed of what?",weight,False,original_distractor3
What is another word for cellular drinking?,pinocytosis,True,correct_answer
What is another word for cellular drinking?,hypothalamus,False,original_distractor1
What is another word for cellular drinking?,cellular hydration,False,original_distractor2
What is another word for cellular drinking?,altostratus,False,original_distractor3
What do you call water that flows out of the ground where an aquifer meets the surface?,spring,True,correct_answer
What do you call water that flows out of the ground where an aquifer meets the surface?,oasis,False,original_distractor1
What do you call water that flows out of the ground where an aquifer meets the surface?,waterfall,False,original_distractor2
What do you call water that flows out of the ground where an aquifer meets the surface?,stream,False,original_distractor3
What do you call the basic units of the structure and function of living things?,cells,True,correct_answer
What do you call the basic units of the structure and function of living things?,molecules,False,original_distractor1
